what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1271326857843
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1271326857843
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1271326857843
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1271326857875
started,bundle,org.eclipse.ui.navigator,3.4.1.M20090911-1550,"org.eclipse.ui.navigator",1271326857875
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1271326857875
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1271326857875
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1271326857875
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1271326857875
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1271326857875
os,sysinfo,,,"win32",1271326857875
arch,sysinfo,,,"x86",1271326857875
ws,sysinfo,,,"win32",1271326857875
locale,sysinfo,,,"bg_BG",1271326857875
processors,sysinfo,,,"2",1271326857875
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1271326857875
java.runtime.version,sysinfo,,,"1.6.0_02-b05",1271326857875
java.specification.name,sysinfo,,,"Java Platform API Specification",1271326857875
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1271326857875
java.specification.version,sysinfo,,,"1.6",1271326857875
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1271326857875
java.version,sysinfo,,,"1.6.0_02",1271326857875
java.vm.info,sysinfo,,,"mixed mode",1271326857875
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1271326857875
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1271326857875
