what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1290514172343
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1290514172343
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1290514172343
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1290514172343
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1290514172343
os,sysinfo,,,"win32",1290514172343
arch,sysinfo,,,"x86",1290514172343
ws,sysinfo,,,"win32",1290514172343
locale,sysinfo,,,"bg_BG",1290514172343
processors,sysinfo,,,"2",1290514172343
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1290514172343
java.runtime.version,sysinfo,,,"1.6.0_02-b05",1290514172343
java.specification.name,sysinfo,,,"Java Platform API Specification",1290514172343
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290514172343
java.specification.version,sysinfo,,,"1.6",1290514172343
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1290514172343
java.version,sysinfo,,,"1.6.0_02",1290514172343
java.vm.info,sysinfo,,,"mixed mode",1290514172343
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1290514172343
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1290514172343
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290514172343
java.vm.specification.version,sysinfo,,,"1.0",1290514172343
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1290514172343
java.vm.version,sysinfo,,,"1.6.0_02-b05",1290514172343
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1290514172562
