what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1266321293562
arch,sysinfo,,,"x86",1266321293562
ws,sysinfo,,,"win32",1266321293562
locale,sysinfo,,,"bg_BG",1266321293562
processors,sysinfo,,,"2",1266321293562
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1266321293562
java.runtime.version,sysinfo,,,"1.6.0_02-b05",1266321293562
java.specification.name,sysinfo,,,"Java Platform API Specification",1266321293562
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266321293562
java.specification.version,sysinfo,,,"1.6",1266321293562
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1266321293562
java.version,sysinfo,,,"1.6.0_02",1266321293562
java.vm.info,sysinfo,,,"mixed mode",1266321293562
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1266321293562
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1266321293562
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266321293562
java.vm.specification.version,sysinfo,,,"1.0",1266321293562
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1266321293562
java.vm.version,sysinfo,,,"1.6.0_02-b05",1266321293562
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1266321293656
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1266321293718
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1266321293796
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1266321293828
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1266321294140
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1266321294156
