what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1290093242421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1290093292390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1290093294656
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1290093294671
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1290093296546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1290093297515
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1290093297671
stopped,bundle,com.zylin.embeddedcdt,4.9.1,"com.zylin.embeddedcdt",1290093298125
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1290093298125
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1290093298125
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1290093298140
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1290093298171
stopped,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1290093298171
stopped,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1290093298171
