what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271320662312
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320664203
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320664218
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320666265
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320667609
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320670375
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320670375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320676265
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1271320764296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1271320765984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320832125
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1271320832140
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271320837656
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1271320840671
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271320841984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320852093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320854734
opened,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1271320863000
activated,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1271320863046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320873625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320878578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320879843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320883812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320911390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271320912984
