what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328315859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328319390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328319390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328319453
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328599921
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328601125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328601140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328601203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328612390
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271328614515
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271328615671
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271328616718
activated,view,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CView",1271328647953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328727812
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1271328749343
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1271328750171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328761625
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271328761937
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1271328769625
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328779921
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328780765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328782281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328782281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271328782343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271329121406
